text,score
"चुकाना,भुगतान_करना,देना,अदा_करना,चुकता_करना,भरना,भुगताना,पटाना",1
"जगह,स्थान",0
"जँभाई,उबासी,जम्हाई,जमहाई,जम्भाई",0
"थोपना,ठेलना,मत्थे_मढ़ना,ठेल_देना,डालना,लादना",-1
"बताना,बतलाना,सिखाना,सिखलाना,निर्देश_करना",0
"परित्याग_करना,परित्यागना,त्यागना,तजना,त्याग_करना,छोड़ना",-1
"निर्णीत,निर्णित,निपटा_हुआ,तय,तयशुदा",-1
"सुड़कना,सुरकना",-1
"कार्यक्रम,प्रोग्राम",0
"भागना,जी_चुराना",0
बचना,-1
"सीख_देना,सिखलाना,सिखाना,शिक्षा_देना,बताना",0
"बताना,बतलाना,जनाना",0
"छेड़ना,छेड़छाड़_करना,छेड़खानी_करना",-1
"हँसी-मज़ाक़,हँसी-मजाक,हँसी_मज़ाक़,हँसी_मजाक,खिलवाड़,खेलवाड़,दिल्लगी,ठिठोली,ठट्ठा,हास्य-परिहास,हास-परिहास,विनोद,कौतुक,हँसी,परिहास,चुहल,प्रहसन,मज़ाक,मजाक,हास्य,विनोदोक्ति,अभिहास",0
"वंदना,वंदन,स्तुति,प्रार्थना,अभिवंदना,अभिवन्दना,अभिवंदन,अभिवन्दन",1
"भीड़,जमघट,हुजूम,जमाव,जमावड़ा,भीड़-भाड़,भीड़भाड़,चहल-पहल,चहलपहल,मेला,मजमा,ठट,ठठ,अंबोह",1
"तुरही_वादक,तुर्य_वादक,तुरमची",0
"आशीर्वाद,आशीष,आशीर्वचन,दुआ,असीस",1
"सुई_लगाना,इंजैकश्न_लगाना",0
ललकारना,0
"चेतावनी,तम्बीह",-1
"वचन_देना,वादा_करना,जबान_देना,करार_करना",1
"मानना,मन्नत_करना",0
"जलाना,प्रज्वलित_करना",0
"संबोधित_करना,संबोधन_करना",0
देखना,0
वर्तमान,0
शुभकामना_देना,1
"क्षमा,माफ़ी,माफी,तितिक्षा,अफ़ू,अफू",-1
"धमा-चौकड़ी,धमाचौकड़ी,उछल-कूद,उछलकूद,कूद-फाँद,कूदफाँद",0
"गरजना,दहाड़ना,हुंकारना,गरराना,तड़पना,तड़फना,डंकना,चिल्लाना",-1
"फुसफुसाहट,फुसफुस,फुस-फुस,खुसुफुसाहट,खुसुरफुसुर,खुसफुसाहट,खुसरफुसर,खुसर-फुसर,खुसुर-फुसुर,खुसखुस,खुस-खुस,खुसपुस,खुस_-फुस",-1
बजना,0
"दिखाना,दिखलाना",-1
"राजकीय,राज्य_विषयक",0
"रोमंथक,रोमंथक_प्राणी,रोमन्थक,रोमन्थक_पशु,रोमंथक,रोमन्थक",-1
"ग्रामीण,देहाती,गँवई,ग्राम्य,ग्रामीय,ग्रामिक,गवैहाँ",1
मंचीय,0
"विद्यालयी,विद्यालयीन,विद्यालयीय,स्कूली,पाठशालेय",0
वैज्ञानिक,0
साचिविक,0
"सांप्रदायिक,साम्प्रदायिक",0
"कुरबान,बलिदान,कुर्बान,क़ुरबान,क़ुर्बान,निछावर,न्योछावर,न्यौछावर,फिदा,फ़िदा",1
सामाजिक,0
सौर,0
"जोखिमपूर्ण,ख़तरनाक,खतरनाक,संकटपूर्ण,संकटमय,संकटापन्न,रिस्की",-1
"सूफ़ी,सूफी",0
प्रतीकात्मक,0
"तकनीकी,तकनीक_विषयक,प्राविधिक",1
"कालवाचक,कालवाची",1
"क्षेत्रीय,आंचलीय,अंचलिक",0
"पारदर्शक,पारदर्शी",0
"पेचदार,पेचवाला,पेंचदार,पेंचवाला,पेचीदा,पेचीला",-1
"दुपहिया,दोपहिया",0
"वेद,निगम",0
"विद्युतीय,वैद्युतिक",1
"वैधानिक,विधानीय",0
साहित्यिक,0
"रेंगनेवाला,सरीसृप,सर्पी",-1
"चमकीला,चमकदार,चकाचक,चमकता,चमाचम,झकाझक",0
"सरकारी,शासकीय",0
प्रतिदीप्तिशील,-1
"तेजाबी,तेज़ाबी",-1
"अर्थगत,अर्थ-संबंधी,अर्थीय",0
"प्रकाशक,द्योतक",0
"आर्थिक,माली,वित्तीय,रुपये-पैसे_का",1
"अनुपयोगी,अनावश्यक,उपयोगहीन,निरर्थक,बेकार,व्यर्थ,फालतू,लंद-फंद,अकाज,अकारज,अकारथ,अकारत,अनर्थक,बेफ़ायदा,बेफायदा,बेकाम",-1
"इतरलिंगी,विषमलिंगी,इतरलिंगीय,विषमलिंगीय",1
"ऊँचा,उच्च,उन्नत,तुंग,बुलंद,बुलन्द,उतुंग,उतंग,अध्यारूढ़,ऊर्द्ध्व,ऊर्ध्व",1
"ऊँचा,उच्च",1
"अकुलीन,निम्न_वंशीय,छुतिहर,अकुल,अकुली",0
"अंतरीय,अन्तरीय",0
"उठा,उभरा,उभड़ा,उभारदार,उभाड़दार",0
"ऊँचा,उच्च,उन्नत,तुंग,बुलंद,बुलन्द,उतुंग,उतंग,अध्यारूढ़,ऊर्द्ध्व,ऊर्ध्व",1
"ध्वन्यात्मक,ध्वनिमय,ध्वनि_स्वरूप",0
