text,score
"पेंच,पेच,चूड़ी",-1
"नक्काशी,नक्क़ाशी",0
काई,0
"टाँका,सिलाई_टाँका,सीवन,टांका,सिलाई_टांका",-1
"बैठाना,बिठाना,बैठारना,बैठालना",0
"उत्पीड़न,अत्याचार,ताड़न,ताड़ना,प्रताड़ना,प्रताड़न",-1
"पालकी,पीनस,मियाना,म्याना,खड़खड़िया,शिविका,सुखासन",0
बियाड़,-1
"सीस्मोग्राफ,सीस्मोग्राफ़,सिस्मोग्राफ,सिस्मोग्राफ़",0
"सितारा,तारा,चमकी",0
"सर्पिल,सर्पिला",0
"सर्पिल,सर्पिला",0
"सत्ता,सत्ती",0
"सूई,सुई,सीवनी,सूईं,सूची,सूजी,सोजन",0
"छाया,छाँह,साया,छाँव,अनातय",-1
"शेम्पू,सेंपू",0
"म्यान,मियान,पिधान",0
"चादर:1,चद्दर:1",0
"आला,ताक,ताखा",0
"सुव्यवस्थित,सुविन्यस्त,सुप्रबंधित",0
"फूँकना,नष्ट_करना,डुबोना,डुबाना,बरबाद_करना,फेंकना,बहाना,लुटाना,गँवाना,बिलवाना,बैठाना,बिठाना",-1
"कमीज़,कमीज",0
शर्टिंग,0
"जूता,उपानह,पदत्राण,पादत्राण,पापोश",0
"दृश्य,नज़ारा,नजारा,सीन,मंजर",-1
बेलचा,0
चिड़िया,0
"तल,स्तर,संस्तर,सतह",0
"दृष्टि,दृष्टि_क्षमता",-1
"रेशम-तागा,पाट",0
"सितार,सितारा",0
"छक्का,छक्की",0
"आँचल,छोर,पल्ला,पल्लू,अँचरा,अंचल,अँचला,अचरा",0
"आँचल,छोर,पल्ला,पल्लू,अँचरा,अंचल,अँचला,अचरा",0
पलायनवाद,0
"स्कलकैप,टोपी",0
"पटिया,फलक,पट्टी,स्लेट_पट्टी,स्लेट",-1
"सरकाना,खिसकाना,खसकाना,घसकाना,घिसकाना,टसकाना",-1
"हवाई_चप्पल,स्लीपर",0
"पाश,फंदा,फन्दा,फँसौरी,फँसरी",0
"बुझाना,बुताना",0
पीलू,0
"फुटबाल,फ़ुटबाल",0
"सोफा,सोफ़ा",0
कहिया,0
"तलवा,तलुआ,तल,चरण_तल,पदतल,पादतल,तला",0
हुकुम,0
"फुलझड़ी,फुलझरी",0
"क़लाबाज़ी,कलाबाजी,कलैया,ढेंकली,ढेंकुली,ढेंकुर",1
"शीघ्रगामी_मोटर_नौका,शीघ्रगामी_मोटर-नौका,शीघ्रगामी_यंत्रचालित_नौका,शीघ्रगामी_यांत्रिक_नौका",0
"गति_मापक,गति_मापी,स्पीडोमीटर,मीटर",0
"तकला,तकवा",0
"चरख़ा,चरखा,रहँटा",0
"थूकदानी,उगलदान,पीकदान,पूगपात्र,पूगपीठ",0
"अनादरणीय,निरादरणीय,असम्माननीय,अमाननीय,अपूजनीय,अपूज्य,अमान्य",-1
"समाधान्य,समाधेय",1
"आरक्षित,व्याससिद्ध",0
अनारक्षित,0
"आदरणीय,सम्माननीय,समादरणीय,सम्मान्य,मान्य,माननीय,अभिजात",1
"सभ्य,भद्र,शील,शिष्ट,शालीन,सुशील,तमीज़दार,तमीजदार,आचारवान्,आचारवान,अनवर,नसतालीक,नसतालीक़",1
"अनादरणीय,निरादरणीय,असम्माननीय,अमाननीय,अपूजनीय,अपूज्य,अमान्य",-1
"उत्तरदायी,उत्तरदायक,जवाबदेह,ज़िम्मेदार,जिम्मेदार,झ़िम्मेवार,झिम्मेवार",1
"ताशपत्ता,तासपत्ता,कार्ड,पत्ता,तास_पत्ता,ताश_पत्ता",0
"ताशपत्ता,तासपत्ता,कार्ड,पत्ता,तास_पत्ता,ताश_पत्ता",0
टोंटी,0
"पिचकारी,पिचकी,पचूका,वस्ति",0
"वसंत,बसंत,ऋतुराज,कुसुमाकर,बसंत_ऋतु,वसंत_ऋतु,वसन्त,बहार,पिकप्रिय,पिकानंद,पिकानन्द,माधव",0
"भुगतान_कृत,अदा,चुकाया_हुआ,चुकता",1
"भुगतान_कृत,अदा,चुकाया_हुआ,चुकता",1
"संकाय,स्टाफ,फैकल्टी",1
"मंच,स्टेज,मचान",0
"मोहर,मुहर,मुद्रा,स्टांप,अंकक,स्टैंप,स्टैम्प,सील,छापा",1
स्टेशन,0
"मूर्ति,प्रतिमा,मूरत,बूत",0
"वाष्प_नौका,अगिन_वोट,वाष्प_पोत,वाष्प_यान,अगिन_बोट",0
"वाष्प_इंजन,भाप_इंजन",0
रोलर,0
"खेल,तमाशा,खेल_प्रदर्शन",0
"चालन-चक्का,परिचालन-चक्का,स्टेयरिंग_व्हील",0
"पैड़ी,पैरी,पौड़ी,सीढ़ी,सोपान,पायदान",0
"आला,परिश्रावक,स्थेटिसकोप",0
"रकाब,पायरा",0
सिलाई,-1
स्टोल,0
"गुठली,कुसली,अँठली,आँठी,अंठी",0
"झाड़ा_फिरना,पाखाना_करना,पाख़ाना_करना,टट्टी_करना,दिशा_मैदान_करना,करना",0
"चलनी,झंझरी,छलनी,छाननी",-1
"तंतु_वाद्य,तंत्री_वाद्य,तार_वाद्य,तंत_वाद्य,तत_वाद्य,तंतुवाद्य",1
"स्कीइंग,स्किंग",0
"फूली,फूल",1
"अध्ययन,पठन,ज्ञानार्जन,पढ़ाई,अधीती,अधिगमन",1
"खूँटी,ठूँठी",0
"शलाका,तूलिका",0
सेट,0
सूटिंग,1
"धूपघड़ी,छाया_यंत्र,नरयंत्र",0
"स्नान,नहान",0
"धूप_स्नान,आतपस्नान,धूप-स्नान",0
"स्वेटर,स्वैटर",0
झूम,0
"तलवार,तेग,शायक,करवाल,करबाल,असि,शमशेर,शमसेर,शमशीर,शमसीर,सुजड़,धाराधर,धजबड़,दमजोड़ा,बीजल",0
गुप्ती,0
"सुई,सूई,इंजैक्शन,इंजैकशन,इंजेक्शन",0
"तरीक़े_से,तरीके_से,तरतीब_से,क़रीने_से,करीने_से,व्यवस्थापूर्वक,व्यवस्थिततः,क़रीनावार,करीनावार",1
"टिकिया,टिक्की,बट्टी",0
"मेज़पोश,मेजपोश,सुफरा",0
"टिकिया,टिक्की,बट्टी",0
"ताजमहल,ताज",0
"डफली,दायरा",0
तंदूर,0
